"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-16",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-17",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-18",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-19",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-20",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-21",,,,,"0.10",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-25",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-27",,,,,"0.20",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-04-28",,,,,"0.22",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-01",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-11",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-14",,,,,"1.17",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-15",,,,,"0.27",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-16",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-17",,,,,"0.21",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-24",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-25",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-26",,,,,"0.03",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-27",,,,,"0.10",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-29",,,,,"0.02",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-05-30",,,,,"0.02",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-01",,,,,"0.02",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-07",,,,,"0.35",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-10",,,,,"0.20",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-11",,,,,"0.07",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-12",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-13",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-14",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-25",,,,,"0.11",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-06-29",,,,,"0.06",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-07-15",,,,,"0.04",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-07-20",,,,,"0.04",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-07-22",,,,,"1.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-04",,,,,"0.14",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-11",,,,,"0.09",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-17",,,,,"0.09",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-18",,,,,"0.09",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-19",,,,,"0.14",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-20",,,,,"0.11",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-21",,,,,"0.11",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-24",,,,,"0.06",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-26",,,,,"0.04",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-28",,,,,"0.11",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-08-29",,,,,"0.22",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-08",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-09",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-14",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-17",,,,,"0.01",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-18",,,,,"0.01",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-21",,,,,"0.10",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-25",,,,,"0.01",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-29",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-09-30",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-01",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-02",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-03",,,,,"0.04",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-06",,,,,"0.01",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-07",,,,,"0.05",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-08",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-09",,,,,"0.14",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-10",,,,,"0.13",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-11",,,,,"0.43",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-13",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-14",,,,,"0.34",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-21",,,,,"0.06",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-22",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-23",,,,,"0.05",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-24",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-25",,,,,"0.01",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-26",,,,,"0.38",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-29",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-30",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-10-31",,,,,"0.00",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-11-01",,,,,"0.11",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-11-04",,,,,"0.31",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-11-05",,,,,"0.04",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-11-08",,,,,"0.39",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-11-09",,,,,"0.60",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-11-13",,,,,"0.16",",,H",,,,,,,,
"USC00513171","KAPAHI 1094.2, HI US","22.10222","-159.38611","161.5","2020-11-14",,,,,"0.04",",,H",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-01",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-02",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-03",,,,,"1.10",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-04",,,,,"0.39",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-05",,,,,"0.58",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-06",,,,,"0.12",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-07",,,,,"0.21",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-08",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-09",,,,,"0.20",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-10",,,,,"0.35",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-11",,,,,"0.32",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-12",,,,,"0.35",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-13",,,,,"0.23",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-14",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-15",,,,,"0.19",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-16",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-17",,,,,"0.59",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-18",,,,,"0.07",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-19",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-20",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-21",,,,,"0.09",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-22",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-23",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-24",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-25",,,,,"0.24",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-26",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-27",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-28",,,,,"0.07",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-29",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-30",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-01-31",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-01",,,,,"0.60",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-02",,,,,"0.35",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-03",,,,,"0.15",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-04",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-05",,,,,"0.09",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-06",,,,,"2.88",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-07",,,,,"0.90",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-08",,,,,"1.05",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-09",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-10",,,,,"1.71",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-11",,,,,"1.04",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-12",,,,,"0.42",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-13",,,,,"0.25",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-14",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-15",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-16",,,,,"0.10",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-17",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-18",,,,,"0.13",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-19",,,,,"0.16",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-20",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-21",,,,,"0.38",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-22",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-23",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-24",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-25",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-26",,,,,"0.23",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-27",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-28",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-02-29",,,,,"0.26",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-01",,,,,"0.10",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-02",,,,,"0.40",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-03",,,,,"1.04",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-04",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-05",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-06",,,,,"0.34",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-07",,,,,"0.55",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-08",,,,,"0.07",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-09",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-10",,,,,"0.25",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-11",,,,,"0.10",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-12",,,,,"0.07",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-13",,,,,"0.39",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-14",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-15",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-16",,,,,"1.84",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-17",,,,,"8.77",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-18",,,,,"0.75",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-19",,,,,"0.77",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-20",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-21",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-22",,,,,"0.38",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-23",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-24",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-25",,,,,"0.16",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-26",,,,,"0.19",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-27",,,,,"0.84",",,N",,,,,,,,
"US1HIKI0019","KAPAA 1.9 WSW, HI US","22.082936","-159.378555","157.0","2020-03-28",,,,,"6.35",",,N",,,,,,,,
